"","spp","FEATUREID","HUC8","StreamOrde","Pathlength","ArbolateSu","AreaSqKM_1","TotDASqKM","Q0001E","V0001E","Qincr0001E","TEMP0001","PPT0001","PET0001","QLOSS0001","Q0001E_01","Q0001E_02","Q0001E_03","Q0001E_04","Q0001E_05","Q0001E_06","Q0001E_07","Q0001E_08","Q0001E_09","Q0001E_10","Q0001E_11","Q0001E_12","RunOffV","MinMonthly","NLCD11P","NLCD21P","NLCD22P","NLCDUrbanP","NLCDForestP","NLCD52P","NLCD71P","NLCD81P","NLCD82P","NLCD95P","NLCD11PC","NLCD21PC","NLCD22PC","NLCDUrbanPC","NLCDForestPC","NLCD52PC","NLCD71PC","NLCD81PC","NLCD82PC","NLCD95PC","slope_MEAN","road_density_MEAN","tfactor_MEAN","water_table_MEAN","erodability_MEAN","VALUE_11","VALUE_21","VALUE_22","VALUE_23_24","VALUE_FOREST","VALUE_52","VALUE_71","VALUE_81","VALUE_82","VALUE_95","PctRipForest","PctRipWetland","cold","cool","warm","Crossings","AnimalOpsCount","NPDESCount"
"7988","background",12036595,3050105,4,546.218,223.262,4.3002,260.0838,241.909,1.44308,2.74069,14.91423,1456.67,795.46974,0,263.791,286.93,328.393,279.092,246.779,238.931,166.801,232.584,324.031,373.82,278.575,234.447,626.01,9.126199,0.041859,6.990373,0,0,80.577647,1.548765,7.450816,2.323148,0,0,1.323958,5.722848,0.219737,0.094815,87.276716,0.65575,1.059236,3.523057,0.021801,0.004845,8.852577178,6.706293374,4.991139241,76,0.221886872,0,900,0,0,43200,0,9900,3600,0,0,0.53313253,0.13253012,0,100,0,0,0,0
"7989","background",12035055,3050105,2,487.61,6.417,2.1141,9.5976,6.094,0.82725,1.94867,15.31186,1314.29,814.1028,0,8.635,10.07,11.044,7.656,5.475,3.645,2.938,2.594,3.963,4.945,11.467,7.699,490.548,6.68966,0,25.031928,3.235419,0,20.391655,0.255428,0.851426,50.234142,0,0,0.496999,23.274569,6.17967,0.928357,19.973743,0.403226,3.910353,43.932858,0,0,2.678690749,11.17596619,3.580631399,94.12676056,0.168197775,0,900,0,0,58500,0,0,3600,0,0,0.70694864,0.024169184,0,0,0,0,0,0
"7990","background",12034227,3050105,2,508.7,14.186,0.0648,17.9478,10.349,0.90095,0.24713,14.93994,1267.22,798.70934,0,14.513,16.665,18.251,13.348,10.054,6.921,5.448,4.925,6.37,7.524,16.639,12.895,453.806,6,0,0,0,0,66.666666,0,2.777778,30.555556,0,0,0,5.982349,0.310902,0.135392,42.031892,2.918464,8.825594,37.468659,1.25865,0,2.368995643,2.212940107,4.555555556,72.74285714,0.302638881,0,0,0,0,5400,0,0,3600,0,0,0.604651163,0,0,0,100,0,0,0
"7991","background",12037691,3050105,2,501.822,10.402,3.5955,14.8095,9.115,0.84574,2.37148,15.29589,1350.77,812.28276,0,12.342,13.511,14.607,10.758,8.751,6.585,5.246,5.664,5.391,8.48,13.884,10.558,519.264,7.14468,0.500626,25.456821,20.801001,10.738423,24.155194,1.001252,1.326658,15.894869,0,0,0.352476,26.198724,13.309024,5.293224,26.569432,1.434215,2.692191,23.895473,0,0,2.61450878,20.72938189,4.083144369,36.37391304,0.173832532,0,2700,2700,0,64800,0,4500,0,0,0,0.754854369,0.041262136,0,0,0,0,0,0
"7992","background",12033191,3050105,2,577.648,6.362,0.3834,4.2246,3.292,0.92752,0.29899,11.23482,1356.44,627.83365,0,4.702,4.894,5.475,4.287,4.139,3.201,1.36,0.861,6.239,11.47,10.035,4.547,696.423,15,0,4.929577,0,0,93.192488,0,0,1.877934,0,0,0,2.087771,0,0,96.634,0.063912,0.042608,1.171709,0,0,17.43548221,5.547950136,3.269953052,84,0.267793428,0,1800,0,0,19800,0,0,4500,0,0,0.78030303,0,100,0,0,0,0,0
"7993","background",12037269,3050105,2,590.134,7.121,1.8963,5.5512,8.377,1.10798,3.33198,12.91357,1843.98,691.73494,0,8.756,9.609,10.651,8.996,8.1,7.574,5.644,6.736,16.167,24.167,19.306,9.566,1109.33,37.561,0,10.963455,0,0,81.964879,0.332226,1.13906,5.60038,0,0,0,10.570687,0.097276,0,74.140726,2.950714,3.080415,9.160182,0,0,9.111102681,5.735002935,3.881122206,54,0.311601713,0,12600,0,0,80100,0,0,4500,0,0,0.744047619,0,100,0,0,1,0,0
"7994","background",12033277,3050105,2,565.1,5.559,0.9873,4.6314,3.401,0.83183,0.6831,14.69596,1439.65,784.14891,0,5.396,5.6,6.216,4.562,3.948,2.07,1.195,0.804,0.879,10.535,10.658,5.097,617.868,9,0,6.289881,0,0,71.649954,1.458523,11.759344,8.021878,0,0,0,3.867081,0,0,80.411971,2.856588,7.423241,4.83871,0,0,6.294027123,4.577959469,5,60.12371134,0.25336372,0,1800,0,0,31500,1800,10800,4500,0,0,0.604651163,0,100,0,0,2,0,0
"7995","background",12037697,3050105,2,496.632,15.592,8.2521,23.0616,12.825,0.9019,3.71053,15.30514,1334.63,813.39532,0,17.155,18.125,19.275,14.507,12.821,10.516,8.349,10.082,7.17,10.986,12.207,13.237,505.374,6.65732,0.141782,19.140582,9.728433,5.409532,34.583924,1.734104,8.005235,20.645654,0,0,0.277084,23.673119,12.027786,5.334843,29.437246,1.541524,4.59335,22.732595,0,0,2.308834811,10.05570033,4.16550142,60.02726473,0.173285495,0,14400,900,0,148500,1800,8100,24300,0,0,0.567343173,0.157749077,0,0,0,0,0,0
"7996","background",12037491,3050105,2,599.268,6.01,1.6884,7.7211,12.496,0.98852,2.95525,12.41715,2005.69,668.3989,0,13.112,14.158,15.303,12.803,11.95,11.367,10.306,13.311,23.268,32.275,26.127,14.002,1300.68,57.5522,0,3.837953,0,0,94.45629,0.533049,0.266525,0.906183,0,0,0,2.715934,0,0,96.911063,0.116564,0.058282,0.198158,0,0,13.47692037,3.400892569,2.735607676,0,0.253283579,0,13500,0,0,24300,0,0,0,0,0,0.751269036,0,100,0,0,2,0,0
"7997","background",12037501,3050105,4,508.56,193.451,1.0683,238.0806,196.961,1.30577,-1.24435,15.27037,1335.52,813.16287,0,251.275,263.999,293.157,233.796,185.428,159.092,112.905,149.261,200.697,259.663,226.348,207.656,507.736,7,1.26369,2.695872,0,0,67.228306,0,5.644482,16.259478,0,6.908172,0.55267,11.29231,1.300778,0.801788,63.979299,1.367688,4.986505,14.938344,0.192792,0.097908,3.433811455,4.93545224,3.815676141,36.42857143,0.213581315,0,0,0,0,44100,0,900,900,0,0,0.098290598,0.820512821,0,0,0,0,0,0
"7998","background",12037703,3050105,3,493.452,52.275,1.3896,72.2376,42.019,0.83799,-0.53748,15.29931,1316.26,813.90962,0,59.533,65.38,71.258,51.905,39.457,29.958,23.189,24.707,22.04,27.219,47.437,46.928,488.771,6,0,26.878238,22.992228,1.748705,35.297927,0,6.217617,6.865285,0,0,0.756254,20.511064,9.501146,3.707764,32.956244,1.731785,7.060451,23.202183,0.139539,0.028655,2.726509144,10.06887315,4.038233355,82.92195122,0.172809429,0,6300,900,0,49500,0,1800,900,0,0,0.556923077,0.018461538,0,0,0,0,0,0
"7999","background",12038171,3050105,4,461.585,129.013,10.4589,218.6586,114.777,1.29984,4.76414,15.58225,1249.4,827.84195,0,174.937,190.854,207.503,147.874,103.322,79.781,60.264,62.345,55.516,58.653,96.091,126.295,422.978,6,0,6.58291,1.14448,0.180707,73.952328,1.462869,6.737802,9.396782,0.344204,0.060236,0.605876,25.003087,13.069552,8.197437,31.557002,1.17018,4.644912,15.258444,0.090552,0.045276,3.82145018,6.453800791,3.216449086,33.76923077,0.171622519,0,4500,3600,900,203400,0,7200,1800,1800,0,0.8475,0.03,0,0,0,0,0,0
"8000","background",12037575,3050105,2,517.645,7.19,0.3816,6.9939,5.002,0.73839,0.91784,15.47361,1386.85,821.96038,0,7.932,8.142,8.842,5.965,4.46,2.967,1.417,1.033,0.752,6.367,11.533,6.588,544.505,8,1.179245,0,0,0,63.207547,11.084906,5.424528,19.103774,0,0,0.386051,6.138206,1.95599,1.827307,56.311929,1.338309,12.044782,18.414619,0,0.295972,1.78382161,4.65195298,4.351415094,31,0.172783016,900,0,0,0,18000,0,0,0,0,0,0.427083333,0.489583333,0,0,0,0,0,0
"8001","background",12036931,3050105,4,556.574,246.334,0.3771,278.3475,289.069,0.76746,0.1451,15.00713,1519.17,798.91343,0,335.63,348.645,388.393,326.576,278.133,271.476,190.119,260.55,379.636,438.175,326.309,291.989,695.599,13.016699,1.193317,4.534606,0,0,91.169451,0,0,1.670644,0,0,0.369574,8.331744,0.909223,0.181391,81.454369,0.691941,1.57756,6.317678,0.111228,0.00291,7.638586698,2.892248233,5.099502488,122,0.2256,4500,0,0,0,18900,0,0,0,0,0,0.796992481,0.052631579,100,0,0,0,0,0
"8002","background",12037753,3050105,4,576.326,104.974,5.3622,114.7509,144.719,1.60408,5.20145,13.50882,1646.35,720.39047,0,161.258,168.561,186.375,158.846,140.725,142.118,104.862,141.693,211.276,249.336,187.466,148.16,909.63,23.468599,0.151057,13.175562,0.68815,0.151057,77.760993,1.460222,2.081235,4.531722,0,0,0.82117,8.544247,0.875287,0.097254,82.387589,0.696465,1.773319,4.566239,0.214116,0.007059,10.63300362,9.400698328,4.440033784,91,0.270047348,0,2700,6300,0,115200,0,0,0,0,0,0.895988113,0,100,0,0,3,0,0
"8003","background",12037701,3050105,3,493.239,55.401,0.2925,78.6051,45.489,0.63584,0.16645,15.31157,1308.68,814.59748,0,64.782,71.171,77.609,56.431,42.575,32.326,24.985,26.418,23.662,28.707,50.648,50.835,481.911,6,0,49.230769,30.153846,0,18.461538,0,1.846154,0.307692,0,0,0.694993,21.321517,10.896621,4.971433,31.657106,1.636153,6.712923,21.518451,0.128236,0.042364,2.510584762,6.961517478,3.95625,105.8360656,0.1768125,0,0,0,0,8100,0,0,0,0,0,0.578947368,0.210526316,0,0,0,0,0,0
"8004","background",12036867,3050105,4,546.068,324.391,0.1206,354.1149,347.239,1.43169,0.07839,15.10449,1466.6,805.52763,0,408.036,424.57,474.393,397.003,335.581,322.506,223.936,304.354,428.29,502.847,377.392,349.843,634.746,9.343279,4.477612,15.671642,0,0,69.402985,0,10.447761,0,0,0,0.752298,7.856433,0.742894,0.154526,80.916533,1.09312,2.243679,5.975687,0.087429,0.00915,11.37736466,4.732008107,5.245901639,0,0.234297515,1800,2700,0,0,8100,0,900,0,0,0,0.555555556,0,0,100,0,1,0,0
"8005","background",12037053,3050105,4,571.352,122.228,1.9485,136.3221,163.644,1.58757,1.37931,13.66671,1502.32,728.56791,0,184.518,192.798,213.527,181.339,158.866,159.052,115.894,153.399,231.302,274.274,207.004,167.534,755.6,14.5958,0,10.808314,0.415704,0,88.360278,0,0.138568,0.277136,0,0,0.691231,9.45408,1.21609,0.238993,79.918003,0.750649,1.974001,5.552291,0.180235,0.005942,12.03488737,3.111809365,3.733927733,91,0.254292428,0,0,0,0,55800,0,0,0,0,0,1,0,100,0,0,0,0,0
"8006","background",12036775,3050105,2,525.781,14.302,2.1402,15.4863,11.01,0.89817,1.43738,14.9613,1360.35,799.43416,0,14.397,16.38,18.231,13.832,10.496,7.165,5.454,5.104,6.625,16.219,22.697,13.756,535.841,8,0,5.130362,0,0,42.809084,9.924306,22.960471,16.442389,0,0,0,6.049864,0.156913,0.023246,62.189807,6.084733,10.263265,13.907131,0,0,5.324815964,6.227908856,5,52.35555556,0.381471828,0,1800,0,0,15300,0,25200,27000,0,0,0.22622108,0.030848329,0,100,0,1,0,0
"8007","background",12038137,3050105,4,450.681,126.299,4.8834,202.4784,101.161,1.165,2.10133,15.4854,1251.9,823.07482,0,159.637,175.289,191.325,132.005,85.872,65.56,50.119,50.725,52.735,51.221,83.512,113.228,422.124,6,0.774051,4.957612,0.921489,0,63.840768,5.436786,9.620346,12.71655,1.437523,0.294877,1.026776,11.062069,4.584489,2.306024,45.333724,2.527825,8.70804,24.123018,0.160906,0.020891,3.574267583,3.529252553,3.598046443,27.94729542,0.27200332,0,900,900,0,123300,0,0,0,0,0,0.763157895,0.192982456,0,0,0,0,0,0
"8008","background",12036959,3050105,4,521.764,423.654,14.04,467.8857,420.539,1.40794,7.32831,15.19083,1348.49,810.01921,0,504.075,526.934,590.498,490.051,409.818,386.491,267.338,355.401,465.931,563.284,437.171,423.225,519.581,7.839809,0.262821,4.532051,0.038462,0,75.115384,5.608974,7.365385,6.423077,0,0.096154,0.623421,7.358913,0.622844,0.131763,77.818814,3.0871,3.406409,6.480621,0.071364,0.014234,5.675991452,3.259355536,5.063872776,109.4363144,0.342456336,3600,3600,0,0,276300,0,32400,18000,0,0,0.588363241,0.168569875,0,100,0,2,0,0
"8009","background",12035157,3050105,2,478.059,26.386,9.5823,44.9334,25.303,1.06115,5.03946,15.35592,1266.94,816.70702,0,37.888,42.669,46.628,32.411,22.237,15.889,12.263,11.589,14.193,15.558,32.593,30.262,440.295,6,0.150277,9.76801,1.437025,0.507185,57.058327,1.070724,8.59397,21.001221,0,0,0.346513,11.424909,1.836718,0.610904,39.991187,1.646437,7.795538,35.64876,0.304451,0.052077,3.506118815,8.033506914,3.335969124,87.18160377,0.163932551,1800,1800,0,0,142200,0,16200,10800,0,0,0.796008869,0.007760532,0,0,0,0,0,0
"8010","background",12034837,3050105,1,463.417,6.386,8.9118,10.7442,5.901,0.9225,5.01789,15.12901,1243.17,807.24856,0,8.88,10.221,11.154,7.358,4.7,3.263,2.642,2.516,4.07,5.013,9.299,7.592,425.671,6,0,10.321147,7.725712,1.141183,38.547768,2.130883,12.886286,24.075944,0.474652,0,0.603116,9.934662,7.681354,0.954933,36.924107,2.0774,14.290501,23.395878,1.901491,0,3.476074015,7.381758074,4.665586717,36.70927602,0.290218645,0,6300,900,900,155700,2700,18900,36900,0,0,0.623045267,0,0,0,100,5,0,1
"8011","background",12037209,3050105,1,529.268,1.789,1.7892,1.7892,1.385,0.75998,1.38469,15.34815,1537.38,813.75441,0,2.325,2.335,2.552,1.813,1.356,0.753,0.453,0.317,0.357,5.528,5.245,2.271,691.119,13.214799,2.313883,19.818913,2.967807,2.615694,69.466801,0.955734,1.861167,0,0,0,2.313883,19.818913,2.967807,2.615694,69.466801,0.955734,1.861167,0,0,0,3.934377081,8.766234222,5.010080645,61,0.214811271,9900,900,2700,0,43200,0,1800,0,0,0,0.739263804,0.039877301,0,100,0,2,0,0
"8012","background",12037197,3050105,1,534.071,1.967,1.2249,2.2887,2.106,0.78146,1.05725,15.40298,1629.86,817.81909,0,3.331,3.287,3.616,2.638,2.059,1.23,0.718,0.583,4.389,8.571,7.284,3.223,770.792,15.0838,0,26.157237,0,1.175606,63.703159,0.95518,1.396032,6.612785,0,0,0,18.796697,0.904443,1.887534,70.90051,0.511207,1.219032,5.780574,0,0,4.747575445,11.90765475,4.933872153,63.956,0.376869953,0,16200,0,0,47700,0,0,6300,0,0,0.558510638,0.026595745,100,0,0,2,0,0
"8013","background",12037415,3050105,4,520.16,115.334,0.4824,148.3281,147.361,0.75892,0.20861,15.50327,1390.38,823.65916,0,178.144,185.507,206.534,168.381,138.434,122.355,85.303,120.581,186.784,244.372,188.127,155.641,546.743,8,0,0.746269,0,0,10.261194,0,10.074627,58.58209,17.537313,0.186567,0.458106,13.066034,1.328811,0.913785,74.330892,0.598875,2.559933,6.221748,0.194164,0.047328,1.617226394,4.379830604,4.933980583,109.5768025,0.204362933,0,900,0,0,9000,0,1800,13500,3600,0,0.1375,0.025,0,0,0,0,0,0
"8014","background",12036919,3050105,3,575.588,39.508,0.3033,46.1862,44.193,1.15068,-1.09251,13.57272,1456.79,725.18047,0,49.264,53.475,60.574,49.201,41.861,36.479,26.295,36.462,72.544,94.015,71.935,47.762,712.908,14,0,12.166172,0,0,74.183976,9.495549,1.780415,2.373887,0,0,0,8.833158,0.496902,0.070151,70.865972,0.777505,1.888226,16.906349,0.138353,0,10.00927562,8.207393547,2.667655786,91,0.232551924,0,11700,0,0,10800,0,0,0,0,0,0.741071429,0,100,0,0,0,0,0
"8015","background",12035779,3050105,1,492.762,0.134,0.1854,0.1854,0.101,0.38956,0.10172,14.86583,1301.39,794.10294,0,0.191,0.199,0.216,0.144,0.097,0.054,0.034,0.024,0.017,0.014,0.087,0.137,490,6,5.339806,26.699029,10.679612,0,17.475729,0,3.398058,36.407767,0,0,5.339806,26.699029,10.679612,0,17.475729,0,3.398058,36.407767,0,0,1.307304184,9.201537859,5,0,0.230050002,0,0,0,0,900,0,0,0,0,0,0.428571429,0,0,100,0,0,0,0
"8016","background",12037139,3050105,4,513.817,108.96,1.4283,112.5549,77.334,0.66897,-0.33661,15.22754,1296.04,811.92534,0,105.004,114.3,126.853,96.788,72.06,53.554,39.226,40.313,46.532,93.819,106.927,88.578,473.47,6.04537,0,1.323251,0,0,49.52741,11.279143,7.120353,30.056711,0.693132,0,0.191107,10.235805,1.061082,0.484563,56.343704,3.961267,10.199822,16.712644,0.043979,0.051175,4.050682538,3.189379045,5.006317119,109.1510067,0.364434619,0,0,0,0,45900,6300,7200,0,0,0,0.344155844,0.386363636,0,100,0,0,0,0
"8017","background",12038163,3050105,5,460.195,593.386,20.6424,851.742,478.498,1.47547,8.70305,15.53539,1248.21,825.82809,0,645.835,701.903,782.985,617.257,493.198,393.6,289.755,327.627,261.424,313.339,350.231,483.228,419.682,6,0.915591,6.587897,0.597314,0.104639,55.410708,2.698814,14.305023,18.826299,0.191838,0.056679,1.84091,12.214333,2.316089,1.084765,49.42634,1.777087,7.694478,22.885944,0.249054,0.058222,3.918201287,4.727956199,3.477174393,94.16012862,0.176743877,81900,0,0,0,111600,0,3600,900,0,6300,0.577092511,0.125991189,0,0,0,0,0,0
"8018","background",12037631,3050105,1,522.664,5.694,7.8552,7.8552,6.105,0.87189,6.1047,15.32022,1444.07,812.07655,0,8.145,9.126,10.005,7.398,5.531,3.655,2.896,2.579,0.893,11.312,14.173,8.048,604.389,8.45623,1.44363,16.750687,1.638405,0.74473,28.54033,0.309349,5.522456,44.58066,0,0,1.44363,16.750687,1.638405,0.74473,28.54033,0.309349,5.522456,44.58066,0,0,2.299038004,7.084893854,3.950172216,37.94002448,0.204222096,10800,9000,0,0,144000,0,11700,40500,0,0,0.421494542,0.127623846,0,0,0,0,0,0
"8019","background",12037099,3050105,4,566.755,188.055,0.3951,216.5589,232.61,1.67802,0.32651,14.26799,1582.87,757.85784,0,266.586,278.127,309.718,260.951,224.419,220.853,157.401,212.056,316.159,366.757,274.094,235.945,792.444,15.7859,0,1.138952,0,0,98.861048,0,0,0,0,0,0.446345,9.121814,1.007809,0.172471,78.869675,0.744324,1.838992,7.619867,0.142963,0.00374,16.40444523,1.551181251,3.889145497,84,0.225152225,0,0,0,0,12600,0,0,0,0,0,1,0,100,0,0,0,0,0
"8020","background",12037633,3050105,2,521.319,9.221,0.9567,11.8269,8.887,0.92844,0.84161,15.32989,1410.11,813.33852,0,11.987,13.378,14.663,10.827,8.039,5.395,4.263,3.843,5.137,14.495,19.077,11.541,574.31,8,0,26.340546,2.257761,1.787394,18.626529,0.84666,10.630292,39.510818,0,0,1.248003,16.482763,1.590442,0.799026,25.89605,0.395708,6.947721,46.252188,0,0,2.899230956,10.57389435,4.179657795,103.9375,0.171029272,0,13500,0,0,30600,0,8100,900,0,0,0.308243728,0.107526882,0,0,0,0,0,0
"8021","background",12035553,3050105,6,473.05,1846.83,0.315,2446.4,1680.99,2.1229,0.16189,15.1712,1277.86,807.85067,0,2136.91,2248.13,2531.28,2201.8,1865.96,1505.91,1092.24,1152.45,1057.33,1302.84,1416.89,1689.9,458.96,6,14.285714,2,0,0,80.857142,0,2.857143,0,0,0,0.489181,7.892889,1.092002,0.56548,64.205165,4.01454,6.503082,14.50641,0.105731,0.033036,5.746330175,5.520036667,4.641196013,15,0.203934424,13500,0,0,0,0,0,0,0,0,0,0.315068493,0,0,100,0,0,0,0
"8022","background",12038243,3050105,4,423.08,207.461,9.756,408.1671,192.247,1.17057,0.16532,15.51277,1210.75,823.6846,0,310.109,338.929,370.471,254.05,157.403,124.215,95.534,101.301,93.53,89.215,130.334,207.272,390.208,6,0.110701,4.298893,0.627306,0,69.806273,3.02583,4.446494,17.610701,0,0.073801,0.68619,7.857003,2.622602,1.165111,56.022129,2.868458,9.237099,19.153994,0.118628,0.107823,2.796081526,3.110016235,3.396277338,49.57236126,0.274121756,0,1800,0,0,154800,0,1800,0,0,0,0.754196643,0.119904077,0,0,0,0,0,0
"8023","background",12037451,3050105,4,514.402,136.46,1.8684,177.8949,163.333,1.1515,-0.4787,15.45858,1350.38,821.79858,0,201.45,210.42,234.059,189.576,154.48,134.79,95.04,129.919,189.079,247.051,198.87,171.997,515.318,7.05588,0,4.287091,0,0,17.29287,3.082852,5.732177,65.125241,0.770713,0,0.461902,12.663601,1.644735,1.031058,69.084948,0.715366,3.384077,10.382928,0.189719,0.041991,2.595838078,4.584818504,4.565473271,85.32622334,0.186706229,0,900,0,0,11700,16200,17100,13500,0,0,0.06442577,0.058823529,0,0,0,0,0,0
"8024","background",12036525,3050105,4,559.189,141.162,5.3433,168.9777,161.661,1.75859,1.77982,13.3699,1700.8,716.98745,0,174.443,190.001,217.597,185.248,165.723,158.705,110.69,152.857,232.604,269.077,200.685,158.593,940.328,36.8255,0,5.945764,0.808489,0,92.35304,0.134748,0.353714,0,0,0,0.01225,4.891,0.143273,0.005859,89.188455,0.484679,0.654051,4.547997,0.033555,0.007457,22.18952174,5.408673361,2.936166492,91,0.236909211,0,39600,22500,900,54900,0,5400,0,0,0,0.486024845,0,100,0,0,4,0,0
"8025","background",12037545,3050105,1,528.859,9.486,14.3028,14.3028,19.567,1.2293,19.56726,14.18206,1923.52,752.18004,0,21.801,22.892,25.461,21.204,18.657,16.58,12.225,15.302,34.891,49.007,37.98,21.987,1121.67,36.6744,0,11.099924,0.547445,0.106972,84.388371,0.352379,1.761893,1.673798,0,0,0,11.099924,0.547445,0.106972,84.388371,0.352379,1.761893,1.673798,0,0,14.41378259,2.147560939,3.189971438,48,0.213358926,0,55800,1800,1800,297000,0,4500,0,0,0,0.802597403,0.014545455,0,0,0,0,0,0
"8026","background",12037747,3050105,4,553.369,251.868,4.6917,284.6403,293.65,1.41276,3.28434,15.00148,1518.32,798.15966,0,341.606,354.904,395.429,332.259,282.542,275.093,192.535,263.206,382.557,443.191,330.465,296.73,699.108,13.431599,0.326108,1.937464,0,0,93.266834,1.784002,2.110109,0.575484,0,0,0.366779,8.191813,0.889122,0.177382,81.701537,0.716483,1.592325,6.201722,0.108769,0.002846,7.047943402,3.688922395,5.029451921,122,0.235696473,900,11700,0,0,111600,0,0,0,0,0,0.915123457,0.013888889,95.29776912,4.702230883,0,0,0,0
"8027","background",12038185,3050105,4,427.229,168.719,57.4749,329.0265,157.298,1.24558,23.48274,15.46048,1228.5,821.27033,0,252.482,276.46,301.985,207.485,129.99,101.648,78.125,81.379,77.72,75.222,111.666,171.336,404.422,6,0.441584,2.810792,0.209831,0,68.119822,3.668906,14.847873,8.952256,0.089256,0.488561,0.780393,8.279607,3.035409,1.431405,53.28118,2.803179,9.506955,20.454067,0.114611,0.116252,3.136407955,2.438002827,3.609794356,19.6726277,0.284144441,0,1800,900,0,651600,1800,1800,0,0,6300,0.577678071,0.341278744,0,0,0,0,0,0
"8028","background",166756452,3050105,4,511.677,184.242,1.5534,230.9679,193.189,0.74055,-3.36673,15.30465,1341.41,813.9906,0,245.606,257.832,286.349,228.787,181.978,156.39,110.901,147.102,199.342,258.793,223.471,203.725,514.851,7.17207,1.853998,3.302433,0,0,64.078795,4.113557,11.239861,15.411356,0,0,0.549427,11.440161,1.340836,0.826478,64.445449,1.168994,4.835347,14.650218,0.180415,0.068971,4.35466378,5.975503993,3.632963179,39.61095101,0.210059349,0,900,0,0,30600,0,0,0,0,0,0.260869565,0.645962733,0,0,0,0,0,0
"8029","background",12035081,3050105,1,491.452,0.688,0.1233,0.5679,0.316,0.64284,0.06886,15.27273,1323.1,811.48169,0,0.595,0.633,0.687,0.443,0.305,0.167,0.106,0.076,0.061,0.053,0.26,0.42,498.759,7,0.729927,23.357664,2.919708,0,8.759124,0,4.379562,59.854015,0,0,4.437401,12.836767,1.267829,0,11.41046,0,2.060222,67.987322,0,0,1.589175334,11.77902192,3.788321168,31,0.166315789,900,1800,0,0,3600,0,0,0,0,0,0.34375,0,0,0,0,0,0,0
"8030","background",12036905,3050105,2,579.001,14.256,7.9641,18.3996,20.327,1.10329,7.55322,13.30143,1560.58,711.20475,0,21.113,23.306,26.949,22.203,19.768,17.952,13.394,19.654,38.52,50.068,37.833,21.695,798.424,23.8838,0,1.514295,0,0,94.971183,0.723246,1.627303,1.163973,0,0,0,7.845822,0.288593,0.024457,78.150068,0.665232,1.423401,11.602426,0,0,13.20978466,1.704338495,4.104418578,55.51020408,0.270928921,0,1800,0,0,196200,3600,900,0,0,0,0.928769658,0.005550416,100,0,0,1,0,0
"8031","background",12034879,3050105,1,462.158,0.972,2.5515,2.5515,1.183,0.77827,1.18299,15.18774,1232.33,809.9658,0,2.416,2.536,2.717,1.646,0.937,0.556,0.377,0.274,0.24,0.205,0.692,1.585,414.041,6,0,0.670194,0,0,91.816578,0.564374,6.948854,0,0,0,0,0.670194,0,0,91.816578,0.564374,6.948854,0,0,0,3.915099714,2.875050233,2.71287478,31,0.319386245,0,0,0,0,31500,0,1800,0,0,0,0.830769231,0,0,0,0,0,0,0
"8032","background",12036869,3050105,4,530.741,412.94,4.4883,452.4615,412.344,0.81627,-2.39809,15.07131,1390.29,804.50809,0,491.777,513.885,576.005,479.007,402.307,380.37,263.01,350.385,463.058,560.619,431.314,414.793,559.925,8.007019,0.260678,0.721877,0,0,75.67676,14.036495,6.797674,0.621616,0,0,0.635325,7.44786,0.639701,0.13526,77.9341,2.993625,3.253603,6.495669,0.073796,0.011736,6.228194553,1.965234073,5.053007136,112.8374558,0.316685679,7200,0,0,0,110700,900,0,0,0,0,0.609090909,0.275757576,0,100,0,0,0,0
"8033","background",12036789,3050105,2,523.617,18.032,2.3184,19.377,13.456,0.92901,1.50467,14.97314,1344.77,800.1905,0,17.816,20.199,22.463,17.009,12.731,8.777,6.673,6.325,7.976,17.872,26.389,16.679,522.542,8,0,6.055901,0,0,51.048137,9.743789,15.60559,17.274845,0,0,0,5.777984,0.125407,0.018579,60.701347,6.609382,11.472364,14.078031,0,0,5.106202935,8.335186742,4.981754658,43.70607029,0.390007767,0,4500,0,0,61200,4500,1800,7200,0,0,0.396713615,0.204225352,0,100,0,1,0,0
"8034","background",12033295,3050105,2,565.354,7.547,2.259,8.8533,10.619,1.02551,3.30197,12.75978,1543.11,691.69409,0,10.825,12.229,13.92,11.694,10.715,9.555,7.088,9.342,20.112,28.554,22.723,11.606,856.182,25.280099,0,0.59761,0,0,96.772908,0.199203,0.278884,2.151394,0,0,0,0.711599,0,0,97.722883,0.396462,0.457457,0.711599,0,0,10.75079645,2.845541403,4.904723779,30,0.234795672,0,0,0,0,55800,0,900,0,0,0,0.92384106,0,100,0,0,0,0,0
"8035","background",12034377,3050105,1,509.46,8.153,17.9667,17.9667,10.41,0.95095,10.40958,14.97117,1274.36,798.98473,0,14.626,16.924,18.625,13.269,9.914,6.801,5.379,4.922,6.375,7.531,16.808,12.988,461.623,6,0.035065,10.669739,0.921705,0.240445,36.943346,2.309272,2.730051,45.118469,1.031909,0,0.035065,10.669739,0.921705,0.240445,36.943346,2.309272,2.730051,45.118469,1.031909,0,2.836110965,5.646318269,4.970301017,55.81715576,0.242500878,0,16200,900,0,237600,0,900,45900,0,0,0.668693009,0.01337386,0,0,100,4,0,0
